alewife
american lobster
american plaice
atlantic mackerel
black sea bass
blackbelly rosefish
chain dogfish
cusk
fourbeard rockling
little skate
northern searobin
red hake
rosette skate
scup
sea raven
sea scallop
silver hake
smooth dogfish
spotted hake
summer flounder
white hake
windowpane
